,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.008221225710014948,1e-05,1e-05,0.0,0.33486437797546387,0.27241161465644836,3.457078037172323e-07,1.9420976968831383e-06,3.44694490195252e-06,1.083660390577279e-05,0.0030674845911562443,0.041890498250722885,0.09158138930797577,0.30127695202827454,0.005944376149834613,0.09137202054262161,0.3013444244861603,121.63636363636364,0.000884616922121495,0.001809750683605671,10.202363967895508,11.031109809875488,1e-05,0.0005244356580078602,0.0011080247350037098,0.09702704101800919,0.2997974157333374,0.09189701080322266,0.30117544531822205,0.09169017523527145,0.3012509346008301,0.09088978171348572,0.3011326193809509,11,0,0,326,0.2545454545454545,0,1338,0,11,11,1e-05,1e-05,0.006137256510555744,0.013677436858415604,1e-05,0.0008617172134108841,0.001724768546409905,1e-05,1.734970211982727,2.4439713954925537,0.001072361832484603,0.0010964275570586324,0.09171609580516815,0.30124157667160034,3.4469451293261955e-06,8.682309271534905e-06,1e-05
1,0.02766798418972332,1e-05,1e-05,0.0,0.3274414837360382,0.22386640310287476,0.00066991220228374,0.0028584846295416355,0.006585268769413233,0.017082905396819115,0.0019762851297855377,4.661220853741099e-10,0.09323708713054657,0.20026253163814545,0.03812614252792016,0.06056564673781395,0.1570577770471573,36.142857142857146,0.06884012371301651,0.11036558449268341,4.169754981994629,9.795929908752441,1e-05,0.03892906382679939,0.06296153366565704,0.23638662695884705,0.33558389544487,0.1310228407382965,0.22630810737609863,0.13647334277629852,0.24113214015960693,0.026478832587599754,0.08796221762895584,14,0,0,506,0.2527472527472528,0,506,0,14,9,1e-05,1e-05,0.20990779995918274,0.29323717951774597,1e-05,0.046338122338056564,0.0691334530711174,1e-05,1.107782244682312,1.70181405544281,0.0022353187669068575,0.006950468756258488,0.13396663963794708,0.23610955476760864,0.006585267372429371,0.013130375184118748,1e-05
2,2.0353333333333334,1e-05,1e-05,0.0,0.0014729526592418551,0.021220291033387184,7.66907071181322e-09,1.6110478100017644e-05,2.4701124857529067e-05,0.0013221468543633819,0.3333333432674408,0.5761955380439758,1e-05,1e-05,0.08769768113456408,1e-05,1e-05,0.491320013101867,4.7255314711946994e-05,0.002108742715790868,1391.6868896484375,269.3832092285156,1e-05,9.746004252519924e-06,0.00044332383549772203,0.0007530323346145451,0.02570280246436596,0.00040043910848908126,0.01740117557346821,0.00038789198151789606,0.018097059801220894,-2.920273800555151e-06,0.00037830512155778706,3053,2517,0,3,0.0005200823030781231,0,1500,0,3053,3053,1e-05,1e-05,0.000755952438339591,0.025570474565029144,1e-05,0.0001314939436269924,0.004969097673892975,1e-05,36.93766784667969,4.735398769378662,0.45268765091896057,0.11210296303033829,0.0003934789274353534,0.018076475709676743,2.470112667651847e-05,0.000977585557848215,1e-05
3,0.008,1e-05,1e-05,0.0,0.42829179763793945,0.30294835567474365,3.3062792681448627e-06,9.959527233149856e-06,1.746970519889146e-05,5.320870695868507e-05,0.0009990012040361762,0.010514588095247746,1e-05,1e-05,0.01889243592489263,1e-05,1e-05,125.0,0.0023564868606626987,0.003426383715122938,9.456046104431152,11.09428596496582,1e-05,0.001565634272992611,0.00233466736972332,0.1016542911529541,0.2843455374240875,0.08613180369138718,0.28774455189704895,0.08552420884370804,0.2879708409309387,0.08260150253772736,0.28695550560951233,12,0,0,1001,0.2878787878787879,0,1500,0,12,12,1e-05,1e-05,0.019052783027291298,0.028633520007133484,1e-05,0.0023940633982419968,0.003578445641323924,1e-05,1.2128734588623047,2.498640775680542,0.0011679970193654299,0.0035479858051985502,0.08564049750566483,0.28793007135391235,1.7469707017880864e-05,3.9086029573809355e-05,1e-05
4,2.482666666666667,1e-05,1e-05,0.0,0.011195287108421326,0.038972169160842896,4.919018081750437e-09,6.169204880279722e-07,9.89531827144674e-07,3.9734586607664824e-05,0.125,0.35166776180267334,0.0005594546091742814,0.016324836760759354,0.029080788138286236,0.000543256988748908,0.016300542280077934,0.4027926960257787,9.193125879392028e-05,0.0010329318465664983,560.00537109375,571.603271484375,1e-05,6.454950926126912e-05,0.0007308480562642217,0.0014315623557195067,0.017122557386755943,0.0005830663139931858,0.01634843833744526,0.0005775761674158275,0.01637134701013565,0.00036788027500733733,0.015890438109636307,3724,911,0,8,0.0011152261914138403,0,1500,0,3724,3709,1e-05,1e-05,0.0010636819060891867,0.004949755501002073,1e-05,0.00013465045776683837,0.0009857291588559747,1e-05,20.176816940307617,12.374382019042969,0.22117872536182404,0.1827356219291687,0.0005742183420807123,0.016363777220249176,9.89531827144674e-07,1.2705454537353944e-05,1e-05
5,0.008221225710014948,1e-05,1e-05,0.0,0.33486437797546387,0.27241161465644836,3.457078037172323e-07,1.9420976968831383e-06,3.44694490195252e-06,1.083660390577279e-05,0.0030674845911562443,0.041890498250722885,0.09158138930797577,0.30127695202827454,0.005944376149834613,0.09137202054262161,0.3013444244861603,121.63636363636364,0.000884616922121495,0.001809750683605671,10.202363967895508,11.031109809875488,1e-05,0.0005244356580078602,0.0011080247350037098,0.09702704101800919,0.2997974157333374,0.09189701080322266,0.30117544531822205,0.09169017523527145,0.3012509346008301,0.09088978171348572,0.3011326193809509,11,0,0,326,0.2545454545454545,0,1338,0,11,11,1e-05,1e-05,0.006137256510555744,0.013677436858415604,1e-05,0.0008617172134108841,0.001724768546409905,1e-05,1.734970211982727,2.4439713954925537,0.001072361832484603,0.0010964275570586324,0.09171609580516815,0.30124157667160034,3.4469451293261955e-06,8.682309271534905e-06,1e-05
6,0.19794520547945205,1e-05,1e-05,0.0,0.0705375149846077,0.11974301934242249,2.8236298632577927e-08,1.5723458091088105e-06,6.260288955672877e-06,9.573872375767678e-05,0.5,0.7061381340026855,0.0038668126799166203,0.05871078744530678,0.014793338123284582,0.003820514539256692,0.05868823081254959,5.051903114186851,0.00029372842982411385,0.0019836723804473877,223.33517456054688,387.2099914550781,1e-05,0.00020143587607890368,0.001449448405764997,0.007516460958868265,0.0685257539153099,0.003981439396739006,0.058737024664878845,0.0039343275129795074,0.05878874659538269,0.0029032144229859114,0.047747526317834854,289,18,0,2,0.020280661284121492,0,1460,0,289,289,1e-05,1e-05,0.004613245837390423,0.03654935210943222,1e-05,0.0003394849190954119,0.002483218675479293,1e-05,10.029178619384766,10.686702728271484,0.08204066753387451,0.13831910490989685,0.003943230025470257,0.058785758912563324,6.260288500925526e-06,9.193042933475226e-05,1e-05
7,0.20266666666666666,1e-05,1e-05,0.0,0.006589708384126425,0.05448804795742035,6.823854675763741e-11,9.184779159454592e-09,4.797998087724409e-08,8.329542993124051e-07,0.5,0.7061639428138733,1e-05,1e-05,0.0004920144932790386,1e-05,1e-05,4.934210526315789,6.960851237636234e-07,9.81413722911384e-06,880.3038940429688,427.4324035644531,1e-05,3.7866166735511797e-07,5.360591330827447e-06,0.0035686201881617308,0.05749291926622391,0.0032916017808020115,0.057353392243385315,0.0032899498473852873,0.0573539100587368,0.003280581906437874,0.05719837546348572,304,31,0,2,0.0032786173354177523,0,1500,0,304,304,1e-05,1e-05,0.00028803860186599195,0.004221140407025814,1e-05,1.52829506987473e-05,0.0002188698126701638,1e-05,27.707796096801758,8.456650733947754,0.1890062838792801,0.12606064975261688,0.003290006658062339,0.0573539063334465,4.797998442995777e-08,8.174145023076562e-07,1e-05
8,0.19794520547945205,1e-05,1e-05,0.0,0.0705375149846077,0.11974301934242249,2.8236298632577927e-08,1.5723458091088105e-06,6.260288955672877e-06,9.573872375767678e-05,0.5,0.7061381340026855,0.0038668126799166203,0.05871078744530678,0.014793338123284582,0.003820514539256692,0.05868823081254959,5.051903114186851,0.00029372842982411385,0.0019836723804473877,223.33517456054688,387.2099914550781,1e-05,0.00020143587607890368,0.001449448405764997,0.007516460958868265,0.0685257539153099,0.003981439396739006,0.058737024664878845,0.0039343275129795074,0.05878874659538269,0.0029032144229859114,0.047747526317834854,289,18,0,2,0.020280661284121492,0,1460,0,289,289,1e-05,1e-05,0.004613245837390423,0.03654935210943222,1e-05,0.0003394849190954119,0.002483218675479293,1e-05,10.029178619384766,10.686702728271484,0.08204066753387451,0.13831910490989685,0.003943230025470257,0.058785758912563324,6.260288500925526e-06,9.193042933475226e-05,1e-05
9,0.008,1e-05,1e-05,0.0,0.42829179763793945,0.30294835567474365,3.3062792681448627e-06,9.959527233149856e-06,1.746970519889146e-05,5.320870695868507e-05,0.0009990012040361762,0.010514588095247746,1e-05,1e-05,0.01889243592489263,1e-05,1e-05,125.0,0.0023564868606626987,0.003426383715122938,9.456046104431152,11.09428596496582,1e-05,0.001565634272992611,0.00233466736972332,0.1016542911529541,0.2843455374240875,0.08613180369138718,0.28774455189704895,0.08552420884370804,0.2879708409309387,0.08260150253772736,0.28695550560951233,12,0,0,1001,0.2878787878787879,0,1500,0,12,12,1e-05,1e-05,0.019052783027291298,0.028633520007133484,1e-05,0.0023940633982419968,0.003578445641323924,1e-05,1.2128734588623047,2.498640775680542,0.0011679970193654299,0.0035479858051985502,0.08564049750566483,0.28793007135391235,1.7469707017880864e-05,3.9086029573809355e-05,1e-05
